epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,409.648,0.26796,0.22085,0.85336,0.99457,0.98345,0.995,0.90612,0.52137,0.24757,0.95739,0.000120393,0.000120393,0.000120393
187,412.184,0.26417,0.20832,0.85886,0.99457,0.98441,0.995,0.90011,0.53019,0.24632,0.96181,0.00011332,0.00011332,0.00011332
188,414.371,0.28052,0.22268,0.85934,0.9949,0.98534,0.995,0.90063,0.54239,0.24624,0.96938,0.000106246,0.000106246,0.000106246
189,416.608,0.27236,0.22818,0.86425,0.9954,0.98563,0.995,0.89888,0.54712,0.24465,0.97206,9.91726e-05,9.91726e-05,9.91726e-05
190,418.835,0.26337,0.21111,0.8504,0.99581,0.9848,0.995,0.89542,0.55044,0.24867,0.975,9.20991e-05,9.20991e-05,9.20991e-05
191,436.129,0.22569,0.18336,0.79562,0.99328,0.98763,0.995,0.89338,0.55004,0.24377,0.9786,8.50255e-05,8.50255e-05,8.50255e-05
192,438.497,0.21219,0.17498,0.79282,0.99347,0.98637,0.995,0.89271,0.54112,0.24203,0.97278,7.7952e-05,7.7952e-05,7.7952e-05
193,440.793,0.21577,0.17453,0.7945,0.99146,0.97726,0.99382,0.89631,0.53941,0.24782,0.97004,7.08784e-05,7.08784e-05,7.08784e-05
194,443.061,0.20032,0.1629,0.78957,0.9919,0.97709,0.99382,0.89028,0.546,0.24545,0.97871,6.38049e-05,6.38049e-05,6.38049e-05
195,445.082,0.21626,0.17218,0.78275,0.99272,0.97744,0.99382,0.8939,0.54929,0.24462,0.9814,5.67313e-05,5.67313e-05,5.67313e-05
196,447.148,0.21649,0.17127,0.79818,0.99288,0.97731,0.99382,0.8961,0.54847,0.2424,0.98163,4.96578e-05,4.96578e-05,4.96578e-05
197,449.179,0.21005,0.1627,0.78971,0.99304,0.97746,0.99382,0.8942,0.54867,0.24163,0.98242,4.25842e-05,4.25842e-05,4.25842e-05
198,451.312,0.20253,0.17311,0.77077,0.9928,0.97758,0.99382,0.89403,0.55001,0.2404,0.98251,3.55107e-05,3.55107e-05,3.55107e-05
199,453.394,0.20617,0.1787,0.78979,0.99265,0.97729,0.99382,0.90119,0.54876,0.2386,0.98258,2.84371e-05,2.84371e-05,2.84371e-05
200,455.571,0.19668,0.16143,0.78651,0.99327,0.97737,0.99382,0.89894,0.5489,0.23882,0.98307,2.13636e-05,2.13636e-05,2.13636e-05
